543462,1715,1464116,pv,2017-11-26T01:00:00Z
662867,2244074,1575622,pv,2017-11-26T01:00:00Z
561558,3611281,965809,pv,2017-11-26T01:00:00Z
894923,3076029,1879194,pv,2017-11-26T01:00:00Z
834377,4541270,3738615,pv,2017-11-26T01:00:00Z
315321,942195,4339722,pv,2017-11-26T01:00:00Z
625915,1162383,570735,pv,2017-11-26T01:00:00Z
578814,176722,982926,pv,2017-11-26T01:00:00Z
873335,1256540,1451783,pv,2017-11-26T01:00:00Z
429984,4625350,2355072,pv,2017-11-26T01:00:00Z
866796,534083,4203730,pv,2017-11-26T01:00:00Z
937166,321683,2355072,pv,2017-11-26T01:00:00Z
156905,2901727,3001296,pv,2017-11-26T01:00:00Z
758810,5109495,1575622,pv,2017-11-26T01:00:00Z
107304,111477,4173315,pv,2017-11-26T01:00:00Z
452437,3255022,5099474,pv,2017-11-26T01:00:00Z
813974,1332724,2520771,buy,2017-11-26T01:00:00Z
524395,3887779,2366905,pv,2017-11-26T01:00:00Z
470572,3760258,1299190,pv,2017-11-26T01:00:01Z
543789,3110556,4558987,cart,2017-11-26T01:00:01Z
354759,2191348,4756105,pv,2017-11-26T01:00:01Z
382009,2123538,4801426,pv,2017-11-26T01:00:01Z
677046,1598945,4145813,pv,2017-11-26T01:00:01Z
946161,3021357,1506018,pv,2017-11-26T01:00:01Z
464646,2512167,2733371,pv,2017-11-26T01:00:01Z
1007641,5046581,2355072,pv,2017-11-26T01:00:01Z
723938,4719377,1464116,pv,2017-11-26T01:00:01Z
513008,3472922,401357,pv,2017-11-26T01:00:01Z
769215,22738,2355072,pv,2017-11-26T01:00:02Z
652863,4967749,1320293,pv,2017-11-26T01:00:02Z
801610,900305,634390,pv,2017-11-26T01:00:02Z
411478,3259235,2667323,pv,2017-11-26T01:00:02Z
431664,764155,2520377,pv,2017-11-26T01:00:02Z
487768,4125503,2465336,pv,2017-11-26T01:00:02Z
223813,4104826,2042400,pv,2017-11-26T01:00:02Z
672849,1822977,4801426,fav,2017-11-26T01:00:02Z
550127,4602135,65362,pv,2017-11-26T01:00:02Z
205752,1467139,171529,pv,2017-11-26T01:00:02Z
64419,2029769,2729260,pv,2017-11-26T01:00:02Z
756093,2881426,2520377,pv,2017-11-26T01:00:02Z
48353,4362292,583014,pv,2017-11-26T01:00:02Z
355509,4712764,4082778,pv,2017-11-26T01:00:03Z
826492,4016552,2735466,pv,2017-11-26T01:00:03Z
624915,2243311,2520377,pv,2017-11-26T01:00:03Z
682317,655740,982926,fav,2017-11-26T01:00:03Z
677621,1051389,4801426,pv,2017-11-26T01:00:03Z
422974,4649255,4818107,pv,2017-11-26T01:00:03Z
86512,563566,4756105,pv,2017-11-26T01:00:03Z
565218,2331370,3607361,pv,2017-11-26T01:00:03Z
232313,4182588,1730376,pv,2017-11-26T01:00:03Z
436966,1329977,3607361,cart,2017-11-26T01:00:03Z
561158,269170,2342116,fav,2017-11-26T01:00:03Z
344379,3318242,2920476,cart,2017-11-26T01:00:03Z
858204,2450718,235534,pv,2017-11-26T01:00:04Z
833924,3190176,1051370,pv,2017-11-26T01:00:04Z
992993,1900968,3794706,fav,2017-11-26T01:00:04Z
911930,1150136,2131531,pv,2017-11-26T01:00:04Z
736959,319911,4756105,pv,2017-11-26T01:00:04Z
82170,3588374,2465336,pv,2017-11-26T01:00:04Z
587599,2067643,4818107,cart,2017-11-26T01:00:04Z
367451,15775,4756105,pv,2017-11-26T01:00:04Z
428316,2478780,4284875,pv,2017-11-26T01:00:04Z
284910,3680091,3829657,pv,2017-11-26T01:00:04Z
345119,737662,4357323,pv,2017-11-26T01:00:04Z
551442,1762997,1879194,pv,2017-11-26T01:00:04Z
550384,3908776,1029459,pv,2017-11-26T01:00:04Z
677500,4534693,2640118,pv,2017-11-26T01:00:04Z
398626,2791489,1467750,pv,2017-11-26T01:00:04Z
118053,3545571,2433095,pv,2017-11-26T01:00:05Z
457401,4063698,4801426,pv,2017-11-26T01:00:05Z
45105,3234847,3141941,fav,2017-11-26T01:00:05Z
604760,2661651,3738615,pv,2017-11-26T01:00:05Z
905383,2064903,2939262,cart,2017-11-26T01:00:05Z
740788,3657484,4936889,pv,2017-11-26T01:00:05Z
456838,1242724,4756105,fav,2017-11-26T01:00:05Z
585217,215764,2640118,pv,2017-11-26T01:00:06Z
658185,4025021,4048584,fav,2017-11-26T01:00:06Z
210431,2035568,2328673,pv,2017-11-26T01:00:06Z
602619,1838725,2247787,pv,2017-11-26T01:00:06Z
860388,3797303,4357323,pv,2017-11-26T01:00:06Z
175334,2624960,801221,pv,2017-11-26T01:00:06Z
72403,4249007,1320293,pv,2017-11-26T01:00:06Z
307385,2551880,4050612,pv,2017-11-26T01:00:06Z
819283,2094785,2520377,pv,2017-11-26T01:00:06Z
801272,565658,1158475,pv,2017-11-26T01:00:06Z
344680,3224461,4789432,pv,2017-11-26T01:00:06Z
125206,1102775,622168,pv,2017-11-26T01:00:06Z
59131,1960832,154040,pv,2017-11-26T01:00:06Z
252339,2455388,3745824,pv,2017-11-26T01:00:06Z
794780,4465604,4242717,pv,2017-11-26T01:00:07Z
388283,4701157,1457367,pv,2017-11-26T01:00:07Z
416261,2101120,1299190,pv,2017-11-26T01:00:07Z
231758,3622677,4758477,pv,2017-11-26T01:00:07Z
92253,642337,4135185,pv,2017-11-26T01:00:07Z
297958,1762578,4801426,pv,2017-11-26T01:00:07Z
786771,1940649,1320293,pv,2017-11-26T01:00:07Z
789048,3144191,2355072,pv,2017-11-26T01:00:07Z
895384,1138468,1602288,pv,2017-11-26T01:00:07Z
578800,1324176,4135836,pv,2017-11-26T01:00:07Z
886777,4606952,996587,pv,2017-11-26T01:00:08Z
364036,2340632,2924150,pv,2017-11-26T01:00:08Z
783973,3935641,982926,pv,2017-11-26T01:00:08Z
483113,1158047,2030976,pv,2017-11-26T01:00:08Z
321087,3987903,149192,fav,2017-11-26T01:00:08Z
986762,2704613,4217906,pv,2017-11-26T01:00:08Z
1003495,3717164,535180,pv,2017-11-26T01:00:08Z
32983,1445878,2030976,pv,2017-11-26T01:00:08Z
580912,1837669,4263418,pv,2017-11-26T01:00:08Z
498371,980167,3607361,cart,2017-11-26T01:00:08Z
14830,3878488,3002561,pv,2017-11-26T01:00:08Z
457499,4796667,2355072,pv,2017-11-26T01:00:08Z
879381,881945,3004853,pv,2017-11-26T01:00:08Z
606403,1404468,781315,pv,2017-11-26T01:00:08Z
543832,3007018,2735466,pv,2017-11-26T01:00:09Z
824188,161847,4801426,pv,2017-11-26T01:00:09Z
750784,4727562,1286537,cart,2017-11-26T01:00:09Z
87479,5157294,2158079,pv,2017-11-26T01:00:09Z
147730,1278040,4801426,pv,2017-11-26T01:00:09Z
865088,3924907,411153,pv,2017-11-26T01:00:09Z
1006129,1993506,2939262,pv,2017-11-26T01:00:09Z
401750,3127850,2640118,pv,2017-11-26T01:00:09Z
501335,2005713,1092085,pv,2017-11-26T01:00:09Z
266486,1777124,4672807,cart,2017-11-26T01:00:09Z
23125,4680673,1756314,buy,2017-11-26T01:00:09Z
309473,3665543,2640118,pv,2017-11-26T01:00:09Z
547966,693058,2129666,pv,2017-11-26T01:00:09Z
599118,2771420,4159072,pv,2017-11-26T01:00:10Z
684544,2335709,1451814,pv,2017-11-26T01:00:10Z
130320,2469137,4756105,pv,2017-11-26T01:00:10Z
464365,1474058,3794706,pv,2017-11-26T01:00:10Z
522088,4170363,149192,pv,2017-11-26T01:00:10Z
402626,3244134,4801426,pv,2017-11-26T01:00:10Z
19445,2183531,4756105,pv,2017-11-26T01:00:10Z
44670,5140156,2131531,fav,2017-11-26T01:00:10Z
522815,2092266,2355072,pv,2017-11-26T01:00:10Z
105757,4175185,3191556,cart,2017-11-26T01:00:10Z
585344,1858802,267209,pv,2017-11-26T01:00:10Z
412009,3422566,2355072,pv,2017-11-26T01:00:10Z
872433,1984468,2520377,pv,2017-11-26T01:00:10Z
463780,3377720,745134,pv,2017-11-26T01:00:10Z
359932,5035793,3002561,pv,2017-11-26T01:00:11Z
742048,3851196,4051859,pv,2017-11-26T01:00:11Z
778656,559998,4874384,pv,2017-11-26T01:00:11Z
326402,2103118,846990,pv,2017-11-26T01:00:11Z
453328,2158281,2920476,pv,2017-11-26T01:00:11Z
362515,1892018,883960,pv,2017-11-26T01:00:11Z
763534,2402567,3496816,pv,2017-11-26T01:00:11Z
935169,55330,4339722,pv,2017-11-26T01:00:11Z
361299,1505783,982926,pv,2017-11-26T01:00:11Z
628949,4210587,903809,cart,2017-11-26T01:00:11Z
989894,3419383,1474371,fav,2017-11-26T01:00:12Z
200517,4670782,4181361,cart,2017-11-26T01:00:12Z
664416,2941436,1789614,pv,2017-11-26T01:00:12Z
348706,2605837,4163659,pv,2017-11-26T01:00:12Z
959846,5083345,479837,pv,2017-11-26T01:00:12Z
848070,988062,2342116,pv,2017-11-26T01:00:12Z
897594,4298799,4173315,pv,2017-11-26T01:00:12Z
951961,1221785,4756105,pv,2017-11-26T01:00:12Z
